,Date,Open,High,Low,Close,Volume
45,13-Nov-17,1040.8,1048.74,1039.26,1041.2,940721
46,10-Nov-17,1043.87,1046.63,1041.22,1044.15,972127
47,9-Nov-17,1048.0,1050.88,1035.85,1047.72,1794575
48,8-Nov-17,1050.05,1062.69,1047.05,1058.29,1214600
49,7-Nov-17,1049.65,1053.41,1043.0,1052.39,1305229
50,6-Nov-17,1049.1,1052.59,1042.0,1042.68,914748
51,3-Nov-17,1042.75,1050.66,1037.65,1049.99,1388461
52,2-Nov-17,1039.99,1045.52,1028.66,1042.97,1334697
53,1-Nov-17,1036.32,1047.86,1034.0,1042.6,2163073
54,31-Oct-17,1033.0,1041.0,1026.3,1033.04,1516278
55,30-Oct-17,1029.16,1039.83,1022.33,1033.13,2340172
56,27-Oct-17,1030.99,1063.62,1026.85,1033.67,5184143
57,26-Oct-17,998.47,1006.51,990.47,991.42,2369838
58,25-Oct-17,986.27,994.43,977.72,991.46,1528710
59,24-Oct-17,986.5,989.26,977.08,988.49,1445129
60,23-Oct-17,1005.18,1005.79,983.1,985.54,1639294
61,20-Oct-17,1007.05,1008.65,1002.27,1005.07,1606031
62,19-Oct-17,1004.75,1007.32,997.3,1001.84,1714243
63,18-Oct-17,1011.05,1016.31,1005.32,1012.74,1279780
64,17-Oct-17,1007.44,1014.56,1006.05,1011.0,1012998
65,16-Oct-17,1009.63,1012.0,1001.52,1009.35,1071023
66,13-Oct-17,1009.11,1014.76,1007.06,1007.87,1327632
67,12-Oct-17,1003.84,1011.54,1001.1,1005.65,1530664
68,11-Oct-17,989.04,1007.56,987.94,1005.65,1814999
69,10-Oct-17,995.3,997.47,981.11,987.8,1163400
70,9-Oct-17,995.0,1000.46,991.5,992.31,1295467
71,6-Oct-17,980.0,994.26,978.51,993.64,1553033
72,5-Oct-17,972.79,986.51,970.27,985.19,1780946
73,4-Oct-17,971.76,974.4,965.61,966.78,1057769
74,3-Oct-17,967.56,972.44,962.7,972.08,1083948
75,2-Oct-17,975.65,977.74,961.95,967.47,1539122
76,29-Sep-17,966.0,975.81,966.0,973.72,2031092
77,28-Sep-17,956.25,966.18,955.55,964.81,1400931
78,27-Sep-17,942.74,965.43,941.95,959.9,2327854
79,26-Sep-17,936.69,944.08,935.12,937.43,1672749
80,25-Sep-17,939.45,939.75,924.51,934.28,1873375
81,22-Sep-17,942.77,950.0,940.84,943.26,1074806
82,21-Sep-17,948.13,952.8,939.38,947.55,1370685
83,20-Sep-17,937.73,950.0,937.5,947.54,2004018
84,19-Sep-17,933.41,937.94,926.66,936.86,1242726
85,18-Sep-17,935.01,936.86,925.4,929.75,1473651
86,15-Sep-17,940.09,941.75,931.25,935.29,1994265
87,14-Sep-17,946.0,948.03,938.36,940.13,1427379
88,13-Sep-17,945.5,952.85,944.74,950.44,1095382
89,12-Sep-17,946.92,948.08,937.5,946.65,1284787
90,11-Sep-17,947.2,952.68,941.0,943.29,1337365
91,8-Sep-17,949.7,950.7,940.01,941.41,999916
92,7-Sep-17,944.25,950.5,937.53,949.89,1116575
93,6-Sep-17,943.87,944.5,932.68,942.02,1391529
94,5-Sep-17,946.86,951.39,935.6,941.48,1460830
95,1-Sep-17,957.47,958.33,950.28,951.99,1042885
96,31-Aug-17,946.3,957.2,946.25,955.24,1693313
97,30-Aug-17,935.67,945.86,934.05,943.63,1120342
98,29-Aug-17,919.95,938.19,919.31,935.75,1158576
99,28-Aug-17,931.88,934.85,926.11,928.13,1049397
100,25-Aug-17,939.21,940.73,930.1,930.5,1187313
101,24-Aug-17,943.71,946.31,930.74,936.89,1294559
102,23-Aug-17,937.0,945.42,935.24,942.58,1134464
103,22-Aug-17,926.96,941.96,926.17,940.4,1775099
104,21-Aug-17,925.77,928.25,918.6,920.87,1301243
105,18-Aug-17,926.98,931.02,923.45,926.18,1337404
106,17-Aug-17,942.95,943.81,927.64,927.66,1695694
107,16-Aug-17,941.25,949.9,940.04,944.27,1345261
108,15-Aug-17,941.03,943.07,936.64,938.08,1106484
109,14-Aug-17,939.07,941.04,934.48,938.93,1150612
110,11-Aug-17,923.71,933.36,921.22,930.09,1616708
111,10-Aug-17,935.0,936.3,921.78,923.59,2707393
112,9-Aug-17,938.45,943.76,933.92,940.08,1400852
113,8-Aug-17,944.29,952.49,942.48,944.19,1505064
114,7-Aug-17,947.52,948.96,943.5,945.75,1445754
115,4-Aug-17,943.95,947.54,939.8,945.79,1254574
116,3-Aug-17,949.1,950.0,939.44,940.3,1123921
117,2-Aug-17,948.37,949.1,932.52,947.64,2039418
118,1-Aug-17,947.81,954.49,944.96,946.56,1332456
119,31-Jul-17,960.0,961.19,941.72,945.5,2293389
120,28-Jul-17,947.99,961.79,945.31,958.33,1813794
121,27-Jul-17,969.18,969.52,937.06,952.51,3717900
122,26-Jul-17,972.78,973.95,960.23,965.31,2221625
123,25-Jul-17,970.7,976.73,963.8,969.03,5933602
124,24-Jul-17,994.1,1006.19,990.27,998.31,3984532
125,21-Jul-17,989.0,995.11,984.17,993.84,1463322
126,20-Jul-17,997.0,998.68,984.62,992.19,1418385
127,19-Jul-17,990.01,995.6,987.01,992.77,1412148
128,18-Jul-17,973.36,990.85,972.04,986.95,1413335
129,17-Jul-17,976.32,983.35,970.8,975.96,1660464
130,14-Jul-17,974.0,977.54,970.15,976.91,1079608
131,13-Jul-17,970.8,978.7,964.8,968.85,1524571
132,12-Jul-17,960.86,969.63,957.04,967.66,1602115
133,11-Jul-17,950.52,954.89,945.12,953.53,1461247
134,10-Jul-17,941.95,953.13,941.95,951.0,1451460
135,7-Jul-17,930.98,944.66,929.79,940.81,1663302
136,6-Jul-17,925.0,936.14,919.85,927.69,2014855
137,5-Jul-17,924.2,936.29,918.63,932.26,2094055
138,3-Jul-17,933.22,934.24,915.31,919.46,1694811
139,30-Jun-17,943.99,945.0,929.61,929.68,2287662
140,29-Jun-17,951.35,951.66,929.6,937.82,3206674
141,28-Jun-17,950.66,963.24,936.16,961.01,2745568
142,27-Jun-17,961.6,967.22,947.09,948.09,2443602
143,26-Jun-17,990.0,993.99,970.33,972.09,1517912
144,23-Jun-17,975.5,986.62,974.46,986.09,1563985
145,22-Jun-17,976.87,980.5,973.31,976.62,1009476
146,21-Jun-17,970.79,979.67,969.16,978.59,1161607
147,20-Jun-17,975.31,980.79,968.2,968.99,1297287
148,19-Jun-17,969.65,979.3,968.2,975.22,1468837
149,16-Jun-17,957.91,959.95,948.7,958.62,2559207
150,15-Jun-17,948.02,960.68,940.37,960.18,2427639
151,14-Jun-17,975.5,979.7,959.51,967.93,1505486
152,13-Jun-17,972.04,977.91,962.01,970.5,2005356
153,12-Jun-17,958.72,968.0,936.8,961.81,4202109
154,9-Jun-17,1005.49,1005.5,953.37,970.12,3647857
155,8-Jun-17,1004.23,1005.6,996.62,1004.28,1687925
156,7-Jun-17,998.82,1003.91,995.81,1001.59,1374097
157,6-Jun-17,1003.31,1008.61,994.8,996.68,1552114
158,5-Jun-17,997.89,1007.4,995.45,1003.88,1378916
159,2-Jun-17,988.59,996.48,987.07,996.12,1735469
160,1-Jun-17,990.96,993.14,981.29,988.29,1306384
161,31-May-17,996.21,999.6,981.68,987.09,1724095
162,30-May-17,992.5,997.62,991.36,996.17,1516685
163,26-May-17,992.0,996.39,987.36,993.27,1636416
164,25-May-17,979.0,995.78,977.82,991.86,1954149
165,24-May-17,975.26,978.12,971.63,977.61,1142488
166,23-May-17,969.96,974.51,964.5,970.55,1545421
167,22-May-17,957.0,964.82,956.56,964.07,1387392
168,19-May-17,952.82,959.56,952.0,954.65,1360299
169,18-May-17,943.2,954.18,941.27,950.5,1800465
170,17-May-17,959.7,960.99,940.06,942.17,2449058
171,16-May-17,963.55,965.9,960.35,964.61,1101544
172,15-May-17,955.29,962.7,952.82,959.22,1337697
173,12-May-17,957.85,957.98,952.06,955.14,1214851
174,11-May-17,951.29,957.99,948.61,955.89,1031093
175,10-May-17,956.22,956.71,949.84,954.84,1145969
176,9-May-17,961.33,962.2,954.4,956.71,1687942
177,8-May-17,947.45,960.99,947.4,958.69,1876690
178,5-May-17,956.72,958.44,948.1,950.28,1615548
179,4-May-17,950.29,959.14,947.37,954.72,1938260
180,3-May-17,936.05,950.2,935.21,948.45,1824759
181,2-May-17,933.27,942.98,931.0,937.09,1751292
182,1-May-17,924.15,935.82,920.8,932.82,2327782
183,28-Apr-17,929.0,935.9,923.22,924.52,3845857
184,27-Apr-17,890.0,893.38,887.18,891.44,2342303
185,26-Apr-17,891.39,892.99,885.15,889.14,1323297
186,25-Apr-17,882.26,892.25,879.28,888.84,2038032
187,24-Apr-17,868.44,879.96,866.11,878.93,1696483
188,21-Apr-17,860.62,862.44,857.73,858.95,1172870
189,20-Apr-17,859.74,863.93,857.5,860.08,1188843
190,19-Apr-17,857.38,860.2,853.53,856.51,1080336
191,18-Apr-17,852.54,857.39,851.25,853.99,936201
192,17-Apr-17,841.38,855.64,841.03,855.13,1049125
193,13-Apr-17,841.04,843.73,837.85,840.18,1073650
194,12-Apr-17,838.46,843.72,837.59,841.46,1135775
195,11-Apr-17,841.7,844.63,834.6,839.88,974343
196,10-Apr-17,841.54,846.74,840.79,841.7,1046215
197,7-Apr-17,845.0,845.88,837.3,842.1,1111610
198,6-Apr-17,849.5,853.59,844.0,845.1,1533564
199,5-Apr-17,854.71,860.59,847.52,848.91,1855153
200,4-Apr-17,848.0,853.0,847.5,852.57,1348494
201,3-Apr-17,848.75,859.0,847.53,856.75,1969402
202,31-Mar-17,846.83,849.56,845.24,847.8,1440982
203,30-Mar-17,851.98,852.0,846.77,849.48,949398
204,29-Mar-17,842.75,851.58,841.38,849.87,1457347
205,28-Mar-17,839.69,845.4,832.26,840.63,1519202
206,27-Mar-17,828.09,841.38,824.3,838.51,1935211
207,24-Mar-17,842.0,844.0,829.1,835.14,2105682
208,23-Mar-17,841.39,841.69,833.0,839.65,3287669
209,22-Mar-17,849.48,855.35,847.0,849.8,1366749
210,21-Mar-17,870.06,873.47,847.69,850.14,2537978
211,20-Mar-17,869.48,870.34,864.66,867.91,1542199
212,17-Mar-17,873.68,874.42,868.37,872.37,1868252
213,16-Mar-17,870.53,872.71,867.52,870.0,1104452
214,15-Mar-17,867.94,869.88,861.3,868.39,1332885
215,14-Mar-17,863.75,867.58,860.13,865.91,1061692
216,13-Mar-17,860.83,867.13,860.82,864.58,1166605
217,10-Mar-17,862.7,864.23,857.61,861.4,1336585
218,9-Mar-17,853.69,860.71,852.67,857.84,1347697
219,8-Mar-17,853.12,856.93,851.25,853.64,1029834
220,7-Mar-17,847.26,853.33,845.52,851.15,1038696
221,6-Mar-17,846.86,848.94,841.17,847.27,1047872
222,3-Mar-17,848.94,850.82,844.7,849.08,1006612
223,2-Mar-17,856.31,856.49,848.72,849.85,1250938
224,1-Mar-17,851.38,858.0,849.02,856.75,1818671
225,28-Feb-17,847.35,848.83,841.44,844.93,1383119
226,27-Feb-17,844.95,850.67,843.01,849.67,1010333
227,24-Feb-17,847.65,848.36,842.96,847.81,1346189
228,23-Feb-17,851.08,852.62,842.5,851.0,1386681
229,22-Feb-17,848.0,853.79,846.71,851.36,1224889
230,21-Feb-17,847.99,852.2,846.55,849.27,1261062
231,17-Feb-17,841.31,846.94,839.78,846.55,1461210
232,16-Feb-17,838.5,842.69,837.26,842.17,1005084
233,15-Feb-17,838.81,841.77,836.22,837.32,1357185
234,14-Feb-17,839.77,842.0,835.83,840.03,1363345
235,13-Feb-17,837.7,841.74,836.25,838.96,1295708
236,10-Feb-17,832.95,837.15,830.51,834.85,1415128
237,9-Feb-17,831.73,831.98,826.5,830.06,1194238
238,8-Feb-17,830.53,834.25,825.11,829.88,1302225
239,7-Feb-17,825.5,831.92,823.29,829.23,1666605
240,6-Feb-17,820.92,822.39,814.29,821.62,1350875
241,3-Feb-17,823.13,826.13,819.35,820.13,1528095
242,2-Feb-17,815.0,824.56,812.05,818.26,1689179
243,1-Feb-17,824.0,824.0,812.25,815.24,2251047
244,31-Jan-17,819.5,823.07,813.4,820.19,2020180
245,30-Jan-17,837.06,837.23,821.03,823.83,3516933
246,27-Jan-17,859.0,867.0,841.9,845.03,3752497
247,26-Jan-17,859.05,861.0,850.52,856.98,3493251
248,25-Jan-17,853.55,858.79,849.74,858.45,1662148
249,24-Jan-17,846.98,851.52,842.28,849.53,1688375
250,23-Jan-17,831.61,845.54,828.7,844.43,2457377
