,Date,Open,High,Low,Close,Volume
59,24-Oct-17,156.29,157.42,156.2,157.1,17757230
60,23-Oct-17,156.89,157.69,155.5,156.17,21984327
61,20-Oct-17,156.61,157.75,155.96,156.25,23974146
62,19-Oct-17,156.75,157.08,155.02,155.98,42584166
63,18-Oct-17,160.42,160.71,159.6,159.76,16374164
64,17-Oct-17,159.78,160.87,159.23,160.47,18997275
65,16-Oct-17,157.9,160.0,157.65,159.88,24121452
66,13-Oct-17,156.73,157.28,156.41,156.99,16394188
67,12-Oct-17,156.35,157.37,155.73,156.0,16125054
68,11-Oct-17,155.97,156.98,155.75,156.55,16905640
69,10-Oct-17,156.06,158.0,155.1,155.9,15617014
70,9-Oct-17,155.81,156.73,155.48,155.84,16262923
71,6-Oct-17,154.97,155.49,154.56,155.3,17407558
72,5-Oct-17,154.18,155.44,154.05,155.39,21283769
73,4-Oct-17,153.63,153.86,152.46,153.48,20163750
74,3-Oct-17,154.01,155.09,153.91,154.48,16230293
75,2-Oct-17,154.26,154.45,152.72,153.81,18698842
76,29-Sep-17,153.21,154.13,152.0,154.12,26299810
77,28-Sep-17,153.89,154.28,152.7,153.28,22005455
78,27-Sep-17,153.8,154.72,153.54,154.23,25182779
79,26-Sep-17,151.78,153.92,151.69,153.14,36660045
80,25-Sep-17,149.99,151.83,149.16,150.55,44387336
81,22-Sep-17,151.54,152.27,150.56,151.89,46645443
82,21-Sep-17,155.8,155.8,152.75,153.39,37511661
83,20-Sep-17,157.9,158.26,153.83,156.07,52951364
84,19-Sep-17,159.51,159.77,158.44,158.73,20810632
85,18-Sep-17,160.11,160.5,158.0,158.67,28269435
86,15-Sep-17,158.47,160.97,158.0,159.88,49114602
87,14-Sep-17,158.99,159.4,158.09,158.28,23760749
88,13-Sep-17,159.87,159.96,157.91,159.65,44907361
89,12-Sep-17,162.61,163.96,158.77,160.86,71714046
90,11-Sep-17,160.5,162.05,159.89,161.5,31580798
91,8-Sep-17,160.86,161.15,158.53,158.63,28611535
92,7-Sep-17,162.09,162.24,160.36,161.26,21928502
93,6-Sep-17,162.71,162.99,160.52,161.91,21651726
94,5-Sep-17,163.75,164.25,160.56,162.08,29536314
95,1-Sep-17,164.8,164.94,163.63,164.05,16591051
96,31-Aug-17,163.64,164.52,163.48,164.0,26785096
97,30-Aug-17,163.8,163.89,162.61,163.35,27269584
98,29-Aug-17,160.1,163.12,160.0,162.91,29516910
99,28-Aug-17,160.14,162.0,159.93,161.47,25965972
100,25-Aug-17,159.65,160.56,159.27,159.86,25480063
101,24-Aug-17,160.43,160.74,158.55,159.27,19818918
102,23-Aug-17,159.07,160.47,158.88,159.98,19399081
103,22-Aug-17,158.23,160.0,158.02,159.78,21604585
104,21-Aug-17,157.5,157.89,155.11,157.21,26368528
105,18-Aug-17,157.86,159.5,156.72,157.5,27428069
106,17-Aug-17,160.52,160.71,157.84,157.86,27940565
107,16-Aug-17,161.94,162.51,160.15,160.95,27671612
108,15-Aug-17,160.66,162.2,160.14,161.6,29465487
109,14-Aug-17,159.32,160.21,158.75,159.85,22122734
110,11-Aug-17,156.6,158.57,156.07,157.48,26257096
111,10-Aug-17,159.9,160.0,154.63,155.32,40804273
112,9-Aug-17,159.26,161.27,159.11,161.06,26131530
113,8-Aug-17,158.6,161.83,158.27,160.08,36205896
114,7-Aug-17,157.06,158.92,156.67,158.81,21870321
115,4-Aug-17,156.07,157.4,155.69,156.39,20559852
116,3-Aug-17,157.05,157.21,155.02,155.57,27097296
117,2-Aug-17,159.28,159.75,156.16,157.14,69936800
118,1-Aug-17,149.1,150.22,148.41,150.05,35368645
119,31-Jul-17,149.9,150.33,148.13,148.73,19845920
120,28-Jul-17,149.89,150.23,149.19,149.5,17213653
121,27-Jul-17,153.75,153.99,147.3,150.56,32476337
122,26-Jul-17,153.35,153.93,153.06,153.46,15780951
123,25-Jul-17,151.8,153.84,151.8,152.74,18853932
124,24-Jul-17,150.58,152.44,149.9,152.09,21493160
125,21-Jul-17,149.99,150.44,148.88,150.27,26252630
126,20-Jul-17,151.5,151.74,150.19,150.34,17243748
127,19-Jul-17,150.48,151.42,149.95,151.02,20922969
128,18-Jul-17,149.2,150.13,148.67,150.08,17868792
129,17-Jul-17,148.82,150.9,148.57,149.56,23793456
130,14-Jul-17,147.97,149.33,147.33,149.04,20132061
131,13-Jul-17,145.5,148.49,145.44,147.77,25199373
132,12-Jul-17,145.87,146.18,144.82,145.74,24884478
133,11-Jul-17,144.73,145.85,144.38,145.53,19781836
134,10-Jul-17,144.11,145.95,143.37,145.06,21090636
135,7-Jul-17,142.9,144.75,142.9,144.18,19201712
136,6-Jul-17,143.02,143.5,142.41,142.73,24128782
137,5-Jul-17,143.69,144.79,142.72,144.09,21569557
138,3-Jul-17,144.88,145.3,143.1,143.5,14277848
139,30-Jun-17,144.45,144.96,143.78,144.02,23024107
140,29-Jun-17,144.71,145.13,142.28,143.68,31499368
141,28-Jun-17,144.49,146.11,143.16,145.83,22082432
142,27-Jun-17,145.01,146.16,143.62,143.73,24761891
143,26-Jun-17,147.17,148.28,145.38,145.82,25692361
144,23-Jun-17,145.13,147.16,145.11,146.28,35439389
145,22-Jun-17,145.77,146.7,145.12,145.63,19106294
146,21-Jun-17,145.52,146.07,144.61,145.87,21265751
147,20-Jun-17,146.87,146.87,144.94,145.01,24900073
148,19-Jun-17,143.66,146.74,143.66,146.34,32541404
149,16-Jun-17,143.78,144.5,142.2,142.27,50361093
150,15-Jun-17,143.32,144.48,142.21,144.29,32165373
151,14-Jun-17,147.5,147.5,143.84,145.16,31531232
152,13-Jun-17,147.16,147.45,145.15,146.59,34165445
153,12-Jun-17,145.74,146.09,142.51,145.42,72307330
154,9-Jun-17,155.19,155.19,146.02,148.98,64882657
155,8-Jun-17,155.25,155.54,154.4,154.99,21250798
156,7-Jun-17,155.02,155.98,154.48,155.37,21069647
157,6-Jun-17,153.9,155.81,153.78,154.45,26624926
158,5-Jun-17,154.34,154.45,153.46,153.93,25331662
159,2-Jun-17,153.58,155.45,152.89,155.45,27770715
160,1-Jun-17,153.17,153.33,152.22,153.18,16404088
161,31-May-17,153.97,154.17,152.38,152.76,24451164
162,30-May-17,153.42,154.43,153.33,153.67,20126851
163,26-May-17,154.0,154.24,153.31,153.61,21927637
164,25-May-17,153.73,154.35,153.03,153.87,19235598
165,24-May-17,153.84,154.17,152.67,153.34,19219154
166,23-May-17,154.9,154.9,153.31,153.8,19918871
167,22-May-17,154.0,154.58,152.91,153.99,22966437
168,19-May-17,153.38,153.98,152.63,153.06,26960788
169,18-May-17,151.27,153.34,151.13,152.54,33568215
170,17-May-17,153.6,154.57,149.71,150.25,50767678
171,16-May-17,155.94,156.06,154.72,155.47,20048478
172,15-May-17,156.01,156.65,155.05,155.7,26009719
173,12-May-17,154.7,156.42,154.67,156.1,32527017
174,11-May-17,152.45,154.07,152.31,153.95,27255058
175,10-May-17,153.63,153.94,152.11,153.26,25805692
176,9-May-17,153.87,154.88,153.45,153.99,39130363
177,8-May-17,149.03,153.7,149.03,153.01,48752413
178,5-May-17,146.76,148.98,146.76,148.96,27327725
179,4-May-17,146.52,147.14,145.81,146.53,23371872
180,3-May-17,145.59,147.49,144.27,147.06,45697034
181,2-May-17,147.54,148.09,146.84,147.51,45352194
182,1-May-17,145.1,147.2,144.96,146.58,33602943
183,28-Apr-17,144.09,144.3,143.27,143.65,20860358
184,27-Apr-17,143.92,144.16,143.31,143.79,14246347
185,26-Apr-17,144.47,144.6,143.38,143.68,20041241
186,25-Apr-17,143.91,144.9,143.87,144.53,18871501
187,24-Apr-17,143.5,143.95,143.18,143.64,17134333
188,21-Apr-17,142.44,142.68,141.85,142.27,17320928
189,20-Apr-17,141.22,142.92,141.16,142.44,23319562
190,19-Apr-17,141.88,142.0,140.45,140.68,17328375
191,18-Apr-17,141.41,142.04,141.11,141.2,14697544
192,17-Apr-17,141.48,141.88,140.87,141.83,16582094
193,13-Apr-17,141.91,142.38,141.05,141.05,17822880
194,12-Apr-17,141.6,142.15,141.01,141.8,20350000
195,11-Apr-17,142.94,143.35,140.06,141.63,30379376
196,10-Apr-17,143.6,143.88,142.9,143.17,18933397
197,7-Apr-17,143.73,144.18,143.27,143.34,16672198
198,6-Apr-17,144.29,144.52,143.45,143.66,21149034
199,5-Apr-17,144.22,145.46,143.81,144.02,27717854
200,4-Apr-17,143.25,144.89,143.17,144.77,19891354
201,3-Apr-17,143.71,144.12,143.05,143.7,19985714
202,31-Mar-17,143.72,144.27,143.01,143.66,19661651
203,30-Mar-17,144.19,144.5,143.5,143.93,21207252
204,29-Mar-17,143.68,144.49,143.19,144.12,29189955
205,28-Mar-17,140.91,144.04,140.62,143.8,33374805
206,27-Mar-17,139.39,141.22,138.62,140.88,23575094
207,24-Mar-17,141.5,141.74,140.35,140.64,22395563
208,23-Mar-17,141.26,141.58,140.61,140.92,20346301
209,22-Mar-17,139.84,141.6,139.76,141.42,25860165
210,21-Mar-17,142.11,142.8,139.73,139.84,39529912
211,20-Mar-17,140.4,141.5,140.23,141.46,21542038
212,17-Mar-17,141.0,141.0,139.89,139.99,43884952
213,16-Mar-17,140.72,141.02,140.26,140.69,19231998
214,15-Mar-17,139.41,140.75,139.02,140.46,25691774
215,14-Mar-17,139.3,139.65,138.84,138.99,15309065
216,13-Mar-17,138.85,139.43,138.82,139.2,17421717
217,10-Mar-17,139.25,139.36,138.64,139.14,19612801
218,9-Mar-17,138.74,138.79,137.05,138.68,22155904
219,8-Mar-17,138.95,139.8,138.82,139.0,18707236
220,7-Mar-17,139.06,139.98,138.79,139.52,17446297
221,6-Mar-17,139.36,139.77,138.6,139.34,21750044
222,3-Mar-17,138.78,139.83,138.59,139.78,21571121
223,2-Mar-17,140.0,140.28,138.76,138.96,26210984
224,1-Mar-17,137.89,140.15,137.6,139.79,36414585
225,28-Feb-17,137.08,137.44,136.7,136.99,23482860
226,27-Feb-17,137.14,137.44,136.28,136.93,20257426
227,24-Feb-17,135.91,136.66,135.28,136.66,21776585
228,23-Feb-17,137.38,137.48,136.3,136.53,20788186
229,22-Feb-17,136.43,137.12,136.11,137.11,20836932
230,21-Feb-17,136.23,136.75,135.98,136.7,24507156
231,17-Feb-17,135.1,135.83,135.1,135.72,22198197
232,16-Feb-17,135.67,135.9,134.84,135.34,22584555
233,15-Feb-17,135.52,136.27,134.62,135.51,35623100
234,14-Feb-17,133.47,135.09,133.25,135.02,33226223
235,13-Feb-17,133.08,133.82,132.75,133.29,23035421
236,10-Feb-17,132.46,132.94,132.05,132.12,20065458
237,9-Feb-17,131.65,132.44,131.12,132.42,28349859
238,8-Feb-17,131.35,132.22,131.22,132.04,23004072
239,7-Feb-17,130.54,132.09,130.45,131.53,38183841
240,6-Feb-17,129.13,130.5,128.9,130.29,26845924
241,3-Feb-17,128.31,129.19,128.16,129.08,24507301
242,2-Feb-17,127.98,129.39,127.78,128.53,33710411
243,1-Feb-17,127.03,130.49,127.01,128.75,111985040
244,31-Jan-17,121.15,121.39,120.62,121.35,49200993
245,30-Jan-17,120.93,121.63,120.66,121.63,30377503
246,27-Jan-17,122.14,122.35,121.6,121.95,20562944
247,26-Jan-17,121.67,122.44,121.6,121.94,26337576
248,25-Jan-17,120.42,122.1,120.28,121.88,32586673
249,24-Jan-17,119.55,120.1,119.5,119.97,23211038
250,23-Jan-17,120.0,120.81,119.77,120.08,22050218
