,Date,Open,High,Low,Close,Volume
123,25-Jul-17,59.32,59.52,58.92,59.39,5157123
124,24-Jul-17,59.69,59.77,58.76,58.95,7498860
125,21-Jul-17,59.00,60.0,58.91,59.95,11048297
126,20-Jul-17,59.12,59.59,58.8,59.1,11915546
127,19-Jul-17,57.60,57.88,57.39,57.77,4451101
128,18-Jul-17,57.74,58.08,57.47,57.65,4922455
129,17-Jul-17,58.00,58.35,57.76,57.79,6885045
130,14-Jul-17,57.95,58.21,57.64,58.0,6345279
131,13-Jul-17,58.22,58.58,57.93,57.94,8108634
132,12-Jul-17,58.31,58.75,58.1,58.22,7243119
133,11-Jul-17,58.54,58.93,58.04,58.18,7222995
134,10-Jul-17,57.89,58.81,57.68,58.73,8942398
135,7-Jul-17,57.40,58.08,57.03,57.98,8145436
136,6-Jul-17,57.45,57.72,57.0,57.16,9035661
137,5-Jul-17,58.24,58.29,57.51,57.56,16166954
138,3-Jul-17,58.37,59.01,58.33,58.65,9910021
139,30-Jun-17,56.60,59.71,56.5,59.0,46552954
140,29-Jun-17,53.33,53.63,52.99,53.17,14801866
141,28-Jun-17,53.17,53.61,52.96,53.36,7527220
142,27-Jun-17,53.19,53.26,52.64,52.95,7873136
143,26-Jun-17,52.95,53.57,52.67,53.28,7966219
144,23-Jun-17,52.15,52.92,51.67,52.85,8522404
145,22-Jun-17,52.60,52.62,52.09,52.4,10660744
146,21-Jun-17,51.90,52.68,51.9,52.59,13021697
147,20-Jun-17,52.05,52.13,51.1,51.56,10676464
148,19-Jun-17,51.42,52.22,51.4,52.02,11265315
149,16-Jun-17,51.75,51.84,50.79,51.1,25725453
150,15-Jun-17,54.00,54.05,52.73,52.9,16041068
151,14-Jun-17,54.48,54.67,53.95,54.66,6783933
152,13-Jun-17,54.03,54.66,53.84,54.31,8720065
153,12-Jun-17,53.51,54.25,53.5,54.03,9180135
154,9-Jun-17,53.20,53.47,52.8,53.46,8347402
155,8-Jun-17,53.54,54.14,53.15,53.2,7785615
156,7-Jun-17,52.79,53.36,52.75,53.23,7438258
157,6-Jun-17,52.90,53.1,52.43,52.48,8923047
158,5-Jun-17,53.00,53.23,52.7,53.01,5748870
159,2-Jun-17,52.70,53.01,52.36,52.98,18511169
160,1-Jun-17,53.06,53.3,52.21,52.3,13352101
161,31-May-17,53.02,53.28,52.71,52.99,8938801
162,30-May-17,52.76,53.02,52.64,52.92,8039561
163,26-May-17,52.35,52.76,52.23,52.59,5921314
164,25-May-17,52.38,52.59,52.21,52.35,7627454
165,24-May-17,52.25,52.3,51.74,52.01,9404281
166,23-May-17,51.98,52.62,51.88,52.2,11087298
167,22-May-17,51.77,51.96,51.4,51.57,13671543
168,19-May-17,51.00,52.11,50.81,51.77,20047766
169,18-May-17,51.97,52.08,51.3,51.68,22576489
170,17-May-17,52.39,52.87,51.8,51.8,18341473
171,16-May-17,52.37,53.38,52.12,52.78,14562678
172,15-May-17,54.12,54.2,53.68,53.77,8201722
173,12-May-17,54.10,54.39,53.79,54.2,5606253
174,11-May-17,54.52,54.52,53.4,54.24,6499597
175,10-May-17,54.91,55.06,54.51,54.56,5823023
176,9-May-17,54.33,55.08,54.16,54.89,6441208
177,8-May-17,54.18,54.51,53.83,54.3,8728121
178,5-May-17,54.41,54.5,53.56,53.95,13379949
179,4-May-17,54.68,54.83,54.2,54.47,6830628
180,3-May-17,55.17,55.3,54.4,54.53,9474727
181,2-May-17,55.12,55.16,54.79,55.07,7363616
182,1-May-17,55.43,55.45,54.98,54.99,4881442
183,28-Apr-17,55.43,55.53,55.14,55.41,6437731
184,27-Apr-17,55.18,55.57,54.91,55.47,8557987
185,26-Apr-17,55.46,55.84,55.12,55.16,10936009
186,25-Apr-17,55.53,55.77,55.41,55.45,8970970
187,24-Apr-17,56.14,56.21,55.47,55.47,10777733
188,21-Apr-17,56.29,56.38,55.68,55.85,6055624
189,20-Apr-17,55.96,56.69,55.88,56.4,6867130
190,19-Apr-17,56.16,56.22,55.74,55.86,5947674
191,18-Apr-17,56.02,56.42,55.8,56.11,5651118
192,17-Apr-17,55.32,56.34,55.25,56.24,7688742
193,13-Apr-17,55.41,55.6,55.26,55.34,5282110
194,12-Apr-17,54.66,55.62,54.5,55.57,8504108
195,11-Apr-17,54.95,55.07,54.55,54.92,4348643
196,10-Apr-17,55.00,55.33,54.72,54.9,5472680
197,7-Apr-17,55.10,55.24,54.77,55.11,6078250
198,6-Apr-17,55.07,55.94,54.94,55.14,6692225
199,5-Apr-17,54.97,55.8,54.5,54.98,7722093
200,4-Apr-17,55.15,55.3,54.83,55.04,8843296
201,3-Apr-17,55.74,55.8,55.15,55.56,7088838
202,31-Mar-17,56.00,56.03,55.64,55.73,5905639
203,30-Mar-17,56.48,56.6,55.81,56.04,7210468
204,29-Mar-17,56.41,57.1,56.35,56.68,7456208
205,28-Mar-17,55.99,56.78,55.79,56.62,7823943
206,27-Mar-17,55.64,56.25,55.54,55.93,8663611
207,24-Mar-17,55.29,56.64,55.12,56.36,14438573
208,23-Mar-17,54.61,55.55,54.52,55.37,23848344
209,22-Mar-17,54.76,55.0,53.76,53.92,37413372
210,21-Mar-17,58.78,59.0,57.72,58.01,15269827
211,20-Mar-17,58.00,58.81,57.96,58.68,13352530
212,17-Mar-17,57.77,57.88,57.31,57.8,10791471
213,16-Mar-17,57.43,57.72,56.83,57.6,9894955
214,15-Mar-17,57.63,57.99,56.75,57.66,10067524
215,14-Mar-17,56.87,58.01,56.72,57.28,9286917
216,13-Mar-17,56.40,56.82,56.11,56.67,7235882
217,10-Mar-17,56.49,56.99,56.26,56.43,8882395
218,9-Mar-17,56.61,56.66,56.09,56.36,6165660
219,8-Mar-17,56.94,56.94,56.31,56.51,7604792
220,7-Mar-17,56.71,56.99,56.02,56.55,7124445
221,6-Mar-17,56.70,56.93,56.53,56.77,6896754
222,3-Mar-17,57.63,57.65,56.51,56.7,9192475
223,2-Mar-17,57.90,58.25,57.65,57.8,6438361
224,1-Mar-17,57.86,58.03,57.33,57.95,8558904
225,28-Feb-17,57.37,57.55,56.86,57.16,7951315
226,27-Feb-17,57.65,57.83,57.35,57.69,4375653
227,24-Feb-17,57.39,58.42,57.07,57.86,9684469
228,23-Feb-17,58.11,58.4,57.27,57.39,12316307
229,22-Feb-17,57.48,58.38,57.36,58.24,10914088
230,21-Feb-17,56.38,57.45,56.2,57.36,10955030
231,17-Feb-17,56.12,56.8,55.86,56.75,12637964
232,16-Feb-17,56.88,56.92,56.1,56.29,8374192
233,15-Feb-17,56.29,56.76,56.21,56.64,6651971
234,14-Feb-17,55.92,56.69,55.83,56.45,8891430
235,13-Feb-17,56.17,56.34,55.75,56.09,7679800
236,10-Feb-17,55.63,56.47,55.63,56.22,14973383
237,9-Feb-17,53.93,55.7,53.93,55.31,14345385
238,8-Feb-17,52.74,53.94,52.7,53.88,9281071
239,7-Feb-17,53.07,53.28,52.67,52.81,6446876
240,6-Feb-17,52.09,52.8,52.05,52.8,7355182
241,3-Feb-17,52.62,52.8,52.25,52.36,8850416
242,2-Feb-17,53.00,53.01,52.48,52.8,7874179
243,1-Feb-17,52.98,53.26,52.61,53.02,8810937
244,31-Jan-17,51.68,52.9,51.63,52.9,12342873
245,30-Jan-17,52.78,53.22,52.41,53.08,9770763
246,27-Jan-17,53.68,54.08,53.03,53.19,7362028
247,26-Jan-17,54.11,54.12,53.36,53.65,6202005
248,25-Jan-17,53.73,54.12,53.69,53.86,6675011
249,24-Jan-17,53.02,53.57,52.99,53.45,6321310
250,23-Jan-17,53.02,53.26,52.72,53.24,7025715
